source,target,weight
2384,5753,1
2384,5810,1
2384,5869,1
2384,5952,2
2384,6043,1
2384,6094,30
2384,6101,6
2384,6129,1
2384,6154,2
2384,6210,1
2384,6254,1
2384,6316,2
2384,6415,1
2384,6494,1
2384,6521,1
2384,6545,3
2384,6637,3
2384,6651,1
2384,6766,2
2384,6769,1
2384,6770,2
2384,6779,2
2384,6856,1
2384,6862,2
2384,6950,1
2384,6976,14
2384,7031,1
2384,7076,1
2384,7079,1
2384,7108,1
2384,7110,1
2384,7144,1
2384,7399,2
2384,7458,1
2384,7460,1
2384,7521,2
2384,7646,1
2384,7655,1
2384,7671,1
2384,7743,1
2384,7776,2
2384,7934,1
2384,7949,1
2384,7967,1
2384,7979,1
2384,8008,3
2384,8047,1
2384,8131,1
2384,8134,1
2384,8381,1
2384,8410,2
2384,8430,6
2384,8434,1
2384,8719,2
2384,8799,7
2384,8906,1
2384,8933,2
2384,8938,1
2384,8955,1
2384,8977,1
2384,9003,1
2384,9021,1
2384,9025,3
2384,9062,2
2384,9163,1
2384,9458,1
2384,9534,1
2384,9550,2
2384,9558,1
2384,9672,1
2384,9800,1
2384,9896,2
2384,9924,1
2384,9947,1
2384,10035,2
2384,10086,1
2384,10194,2
2384,10217,1
2384,10335,2
2384,10446,1
2384,10858,1
2384,10898,1
2384,10903,2
2384,10909,6
2384,10920,2
2384,11016,1
2384,11072,1
2384,11100,2
2384,11134,1
2384,11142,11
2384,11206,1
2384,11260,1
2384,11398,1
2384,11504,1
2384,11576,1
2384,11727,1
2384,11765,5
2384,11919,1
2384,12178,1
2384,12312,1
2384,12337,1
2384,12402,1
2384,12418,1
2384,12481,5
2384,12610,1
2384,12722,2
2384,12858,2
2384,13093,1
2384,13249,2
2384,13351,1
2384,13363,1
2384,13552,1
2384,13741,1
2384,13763,2
2384,13809,1
2384,13822,1
2384,14102,1
2384,14233,1
2384,14319,1
2384,14361,1
2384,14552,2
2384,14726,2
2384,14830,1
2384,15837,2
2384,15856,1
2384,15934,2
2384,16007,1
2384,16280,1
2384,16321,2
2384,16537,1
2384,16557,2
2384,16862,1
2384,16981,1
2384,17164,2
2384,17476,1
2384,17581,5
2384,18060,1
2384,18583,1
2384,19172,1
2384,19205,1
2384,19475,1
2384,19864,2
2384,19885,1
2384,20062,1
2384,20242,1
2384,20300,1
2384,20302,2
2384,20343,1
2384,20598,1
2384,20803,1
2384,21684,1
2384,21700,1
2384,22051,6
2384,22954,3
2384,23193,1
2384,23317,3
2384,23388,1
2384,23850,5
2384,23981,1
2384,23993,2
2384,25028,1
2384,25762,1
2384,25889,1
2384,26178,1
2384,26522,1
2384,35336,1
2384,35353,1
2386,45,2
2386,238,1
2386,290,3
2386,360,1
2386,370,1
2386,406,1
2386,763,2
2386,1121,1
2386,1131,2
2386,1459,2
2386,1532,1
2386,1840,1
2386,1847,1
2386,2206,1
2386,2294,2
2386,2384,1
2386,2386,26
2386,2554,2
2386,3272,2
2386,3528,1
2386,3621,1
2386,3684,1
2386,3818,1
2386,4558,1
2386,4953,1
2386,5701,4
2386,5709,9
2386,5753,2
2386,5810,1
2386,6094,2
2386,6101,1
2386,6205,1
2386,6651,1
2386,6794,1
2386,7076,1
2386,7294,2
2386,7655,1
2386,8176,1
2386,8212,1
2386,11142,1
2386,13650,1
2386,14497,1
2386,35357,1
2386,36720,1
2389,121,1
2389,290,1
2389,297,1
2389,350,1
2389,935,1
2389,955,1
2389,1061,1
2389,1353,1
2389,1384,1
2389,1459,1
2389,1946,1
2389,2024,1
2389,2083,1
2389,2233,2
2389,2389,49
2389,2554,1
2389,2720,1
2389,2757,1
2389,2784,1
2389,3106,1
2389,3272,1
2389,3402,1
2389,3609,1
2389,3684,3
2389,5124,1
2389,5301,1
2389,5627,2
2389,6085,3
2389,6101,2
2389,6153,1
2389,6773,1
2389,7743,1
2389,8008,1
2389,9924,2
2389,10898,1
2389,11059,1
2389,12481,3
2389,14233,3
2389,18060,5
2389,20716,1
2391,83,6
2391,317,1
2391,318,2
2391,402,1
2391,582,1
2391,798,1
2391,1345,2
2391,2391,23
2391,2874,1
2391,3993,1
2391,4042,3
2391,4164,1
2391,4384,1
2391,4991,1
2416,1345,1
2416,2416,4
2416,4832,1
2436,454,1
2436,932,1
2436,1946,4
2436,2000,1
2436,2361,1
2436,2436,23
2436,2620,1
2436,3106,1
2436,3183,2
2436,3532,1
2436,3609,1
2436,3859,1
2436,4423,1
2436,4753,4
2436,5442,1
2436,5849,1
2436,5903,6
2436,6085,3
2436,6466,2
2436,7206,2
2436,7281,1
2436,7743,2
2436,8843,1
2436,9342,1
2436,10671,3
2436,11318,1
2436,13059,1
2436,13878,1
2436,22161,5
2467,7,1
2467,45,2
2467,83,3
2467,121,3
2467,239,1
2467,250,2
2467,290,7
2467,317,1
2467,350,1
2467,402,1
2467,429,1
2467,430,1
2467,450,1
2467,492,2
2467,586,1
2467,613,1
2467,622,3
2467,717,1
2467,763,1
2467,914,1
2467,935,1
2467,942,2
2467,943,1
2467,960,1
2467,972,1
2467,1047,1
2467,1096,2
2467,1119,1
2467,1198,1
2467,1202,1
2467,1353,4
2467,1441,1
2467,1450,4
2467,1465,3
2467,1573,6
2467,1622,2
2467,1847,1
2467,1851,1
2467,1878,1
2467,1902,1
2467,1946,1
2467,2264,3
2467,2330,1
2467,2349,2
2467,2356,1
2467,2467,16
2467,2508,1
2467,2665,1
2467,2837,1
2467,2874,2
2467,2938,1
2467,3041,2
2467,3186,1
2467,3206,1
2467,3473,2
2467,3546,1
2467,3753,1
2467,3874,2
2467,4042,1
2467,4362,2
2467,4520,1
2467,4692,1
2467,4721,2
2467,5371,1
2467,5628,1
2467,5701,1
2467,6316,2
2467,8103,2
2467,11142,1
2467,19475,1
2480,1,1
2480,27,2
2480,440,5
2480,619,1
2480,767,2
2480,840,1
2480,913,1
2480,955,1
2480,1047,1
2480,1176,3
2480,1184,11
2480,1459,1
2480,1688,1
2480,1847,1
2480,1946,2
2480,2060,1
2480,2233,1
2480,2264,1
2480,2384,3
2480,2389,1
2480,2480,38
2480,2784,2
2480,2807,1
2480,2883,1
2480,2938,1
2480,3280,1
2480,3684,1
2480,3725,1
2480,3818,2
2480,3993,1
2480,4087,2
2480,4183,1
2480,5301,1
2480,5371,1
2480,5450,3
2480,5970,2
2480,6094,2
2480,6101,1
2480,8008,3
2480,8847,1
2480,10052,1
2480,10696,1
2480,16888,1
2480,36108,1
2481,297,1
2481,398,1
2481,401,1
2481,416,1
2481,421,1
2481,519,1
2481,683,4
2481,1021,2
2481,1046,1
2481,1050,1
2481,1107,1
2481,1384,7
2481,1877,1
2481,2081,4
2481,2191,3
2481,2284,14
2481,2290,1
2481,2481,53
2481,2615,1
2481,2666,1
2481,2720,1
2481,2821,1
2481,2874,3
2481,3503,2
2481,3710,1
2481,3757,2
2481,3848,1
2481,4054,2
2481,4111,1
2481,4117,1
2481,4198,1
2481,4437,2
2481,4685,1
2481,4721,2
2481,5015,2
2481,5101,3
2481,5310,3
2481,5420,1
2481,5513,1
2481,5730,1
2481,5743,2
2481,5744,5
2481,5756,1
2481,6262,1
2481,6269,1
2481,6753,2
2481,6976,1
2481,7386,2
2481,7710,1
2481,9246,1
2481,9317,2
2481,9658,1
2481,9769,2
2481,9849,1
2481,10400,3
2481,10503,3
2481,10547,1
2481,10909,1
2481,11100,1
2481,11786,1
2481,11919,1
2481,11928,1
2481,12107,2
2481,12664,1
2481,12757,1
2481,12905,1
2481,13947,1
2481,15139,1
2481,15242,1
2481,15783,1
2481,16033,1
2481,16858,1
2481,17500,1
2481,18238,1
2481,18643,4
2481,19475,1
2481,20431,2
2481,20754,1
2481,20787,1
2481,21596,1
2481,22095,2
2481,24713,1
2481,36285,1
2490,121,2
2490,290,1
2490,297,1
2490,766,1
2490,1384,1
2490,1464,2
2490,1887,1
2490,1916,1
2490,2308,1
2490,2669,1
2490,2821,1
2490,2841,2
2490,3199,1
2490,4231,1
2490,5094,1
2490,5420,1
2490,6545,1
2490,6776,1
2490,8726,1
2490,13121,1
2497,121,1
2497,613,1
2497,943,1
2497,1345,1
2497,1441,1
2497,1532,1
2497,1847,1
2497,2233,1
2497,2497,6
2497,4923,1
2497,6094,1
2497,6101,1
2497,8494,2
2497,8857,1
2497,9928,1
2497,10503,1
2497,13825,1
2497,35357,1
2503,290,1
2503,429,1
2503,462,1
2503,1149,1
2503,1335,1
2503,2039,1
2503,2503,2
2503,2841,1
2503,4008,2
2503,4177,1
2503,5952,1
2503,6670,1
2503,7607,1
2503,7903,1
2503,8324,1
2503,22002,2
2508,11,1
2508,78,1
2508,362,1
2508,406,1
2508,454,1
2508,763,1
2508,828,1
2508,1131,4
2508,1148,1
2508,1384,1
2508,1409,1
2508,1459,2
2508,1483,1
2508,1847,1
2508,1916,2
2508,2363,1
2508,2508,29
2508,2554,9
2508,2819,1
2508,3041,1
2508,3096,2
2508,3124,1
2508,3402,1
2508,3509,3
2508,3818,1
2508,4002,1
2508,4336,1
2508,4354,1
2508,4423,1
2508,4959,1
2508,5136,2
2508,5810,1
2508,6770,1
2508,7005,1
2510,290,1
2510,348,1
2510,385,1
2510,416,1
2510,613,2
2510,622,3
2510,766,1
2510,1079,1
2510,1228,1
2510,1409,2
2510,1441,4
2510,1459,1
2510,1587,1
2510,1847,1
2510,2051,1
2510,2349,1
2510,2389,1
2510,2510,8
2510,2672,5
2510,2938,1
2510,2954,2
2510,3035,1
2510,3041,1
2510,3376,2
2510,3684,1
2510,3948,1
2510,4011,1
2510,5740,1
2510,6094,3
2510,7956,1
2510,8799,1
2510,12337,1
2510,20516,1
2530,1,4
2530,3,1
2530,22,3
2530,45,1
2530,49,1
2530,51,10
2530,65,1
2530,66,7
2530,78,10
2530,83,1
2530,109,3
2530,121,3
2530,143,1
2530,175,3
2530,184,1
2530,262,1
2530,290,25
2530,297,21
2530,302,1
2530,317,1
2530,318,1
2530,321,1
2530,332,2
2530,333,1
2530,343,1
2530,344,1
2530,360,2
2530,391,3
2530,394,8
2530,402,1
2530,404,1
2530,406,5
2530,408,2
2530,429,1
2530,437,10
2530,440,1
2530,450,3
2530,454,5
2530,461,8
2530,468,1
2530,622,3
2530,703,10
2530,730,1
2530,750,4
2530,798,1
2530,799,1
2530,828,5
2530,913,1
2530,927,1
2530,934,1
2530,943,1
2530,1040,1
2530,1044,1
2530,1050,1
2530,1056,5
2530,1094,1
2530,1095,5
2530,1106,1
2530,1107,4
2530,1114,6
2530,1123,1
2530,1131,9
2530,1149,8
2530,1176,8
2530,1223,2
2530,1229,1
2530,1233,3
2530,1266,1
2530,1306,9
2530,1310,4
2530,1353,19
2530,1355,4
2530,1358,1
2530,1409,16
2530,1459,5
2530,1464,2
2530,1474,3
2530,1483,3
2530,1528,3
2530,1532,10
2530,1536,1
2530,1573,9
2530,1587,2
2530,1593,3
2530,1610,1
2530,1657,2
2530,1674,2
2530,1729,1
2530,1797,1
2530,1847,1
2530,1888,1
2530,1894,1
2530,1916,2
2530,1921,2
2530,1939,3
2530,1946,1
2530,1985,1
2530,2000,1
2530,2024,4
2530,2035,1
2530,2039,1
2530,2042,3
2530,2051,1
2530,2082,1
2530,2089,2
2530,2097,1
2530,2106,1
2530,2147,1
2530,2162,1
2530,2191,1
2530,2225,2
2530,2233,2
2530,2264,2
2530,2275,2
2530,2290,1
2530,2330,3
2530,2344,1
2530,2361,1
2530,2362,1
2530,2363,7
2530,2377,1
2530,2384,12
2530,2389,1
2530,2508,1
2530,2530,247
2530,2612,1
2530,2627,1
2530,2644,1
2530,2672,4
2530,2805,1
2530,2807,2
2530,2823,1
2530,2837,1
2530,2841,8
2530,2874,5
2530,2912,4
2530,2926,6
2530,2938,4
2530,2954,2
2530,3005,1
2530,3029,1
2530,3032,2
2530,3040,1
2530,3041,3
2530,3065,2
2530,3077,1
2530,3096,1
2530,3106,8
2530,3121,2
2530,3124,1
2530,3143,1
2530,3193,1
2530,3272,7
2530,3282,1
2530,3350,1
2530,3356,1
2530,3380,1
2530,3400,6
2530,3402,3
2530,3485,1
2530,3503,2
2530,3544,1
2530,3545,8
2530,3546,3
2530,3569,4
2530,3635,2
2530,3684,5
2530,3696,1
2530,3710,1
2530,3757,4
2530,3775,1
2530,3787,3
2530,3803,1
2530,3811,3
2530,3816,1
2530,3840,1
2530,3901,1
2530,3958,1
2530,3992,13
2530,4008,4
2530,4046,2
2530,4076,1
2530,4085,1
2530,4087,1
2530,4144,4
2530,4177,2
2530,4180,3
2530,4183,2
2530,4198,3
2530,4213,4
2530,4231,5
2530,4246,1
2530,4298,3
2530,4312,12
2530,4351,1
2530,4354,1
2530,4362,2
2530,4366,1
2530,4367,3
2530,4426,3
2530,4428,2
2530,4542,2
2530,4556,2
2530,4622,2
2530,4653,9
2530,4692,2
2530,4701,1
2530,4753,1
2530,4763,1
2530,4782,1
2530,4790,2
2530,4832,2
2530,4872,1
2530,4903,2
2530,4923,9
2530,4953,6
2530,4991,1
2530,5002,4
2530,5005,1
2530,5045,2
2530,5094,3
2530,5229,2
2530,5273,1
2530,5274,4
2530,5292,2
2530,5301,2
2530,5337,3
2530,5371,8
2530,5506,1
2530,5513,3
2530,5587,1
2530,5621,1
2530,5627,2
2530,5690,2
2530,5712,1
2530,5714,2
2530,5740,5
2530,5810,5
2530,5952,2
2530,5970,1
2530,6035,1
2530,6085,6
2530,6094,2
2530,6101,1
2530,6129,2
2530,6153,1
2530,6154,1
2530,6194,1
2530,6269,2
2530,6316,10
2530,6382,1
2530,6415,2
2530,6503,1
2530,6518,1
2530,6566,1
2530,6579,1
2530,6651,1
2530,6666,7
2530,6698,3
2530,6770,1
2530,6771,6
2530,6772,1
2530,6794,3
2530,6827,1
2530,6856,2
2530,6862,2
2530,6871,1
2530,6976,3
2530,7031,10
2530,7079,1
2530,7086,2
2530,7139,1
2530,7206,1
2530,7294,1
2530,7313,1
2530,7386,2
2530,7392,3
2530,7399,2
2530,7410,3
2530,7437,2
2530,7458,2
2530,7460,1
2530,7607,1
2530,7614,4
2530,7666,1
2530,7671,1
2530,7732,1
2530,7743,1
2530,7776,2
2530,7780,1
2530,7934,2
2530,7936,1
2530,8008,6
2530,8032,4
2530,8153,2
2530,8176,2
2530,8212,3
2530,8239,2
2530,8246,1
2530,8338,3
2530,8430,9
2530,8479,1
2530,8552,1
2530,8699,9
2530,8799,18
2530,8871,1
2530,8991,2
2530,9062,2
2530,9068,1
2530,9072,2
2530,9141,1
2530,9163,2
2530,9246,1
2530,9501,1
2530,9514,1
2530,9545,1
2530,9552,2
2530,9645,3
2530,9716,1
2530,9891,1
2530,9928,5
2530,9946,3
2530,9947,2
2530,10194,9
2530,10206,1
2530,10217,1
2530,10265,5
2530,10266,1
2530,10299,2
2530,10366,3
2530,10400,2
2530,10446,5
2530,10503,4
2530,10712,4
2530,10775,3
2530,10858,5
2530,10898,1
2530,10909,13
2530,11016,6
2530,11054,1
2530,11072,1
2530,11100,3
2530,11142,5
2530,11145,3
2530,11206,4
2530,11318,2
2530,11394,1
2530,11395,3
2530,11417,2
2530,11504,7
2530,11521,4
2530,11540,2
2530,11632,2
2530,11727,1
2530,11885,1
2530,11919,2
2530,12087,2
2530,12120,3
2530,12176,1
2530,12178,2
2530,12301,4
2530,12402,2
2530,12481,2
2530,12482,4
2530,12617,1
2530,12734,2
2530,12772,2
2530,12793,1
2530,12823,2
2530,12914,2
2530,13024,5
2530,13070,1
2530,13093,7
2530,13139,2
2530,13441,4
2530,13552,1
2530,13650,2
2530,13694,1
2530,13753,2
2530,13809,3
2530,13825,1
2530,13874,1
2530,14102,3
2530,14124,1
2530,14251,2
2530,14371,2
2530,14379,1
2530,14450,3
2530,14493,1
2530,14497,4
2530,14510,3
2530,14566,1
2530,14653,1
2530,14830,1
2530,15021,4
2530,15054,1
2530,15199,2
2530,15488,2
2530,15933,1
2530,15934,10
2530,16002,2
2530,16046,1
2530,16578,1
2530,16702,1
2530,16716,1
2530,16792,1
2530,17255,8
2530,17265,1
2530,17308,1
2530,17457,3
2530,17476,3
2530,17498,4
2530,17551,2
2530,17988,1
2530,18048,1
2530,18060,13
2530,18814,8
2530,18970,1
2530,19075,3
2530,19864,16
2530,20272,8
2530,20529,3
2530,21162,2
2530,21706,3
2530,21965,1
2530,22360,1
2530,22714,1
2530,23408,1
2530,25028,1
2530,25256,6
2530,30395,1
2530,35336,1
2530,35357,2
2530,35416,3
2530,35833,2
2530,36067,1
2530,36108,1
2530,36814,1
2530,37021,1
2536,49,1
2536,350,1
2536,437,1
2536,1073,1
2536,1797,2
2536,1993,1
2536,2536,2
2536,3557,1
2536,4639,1
2536,11540,1
2554,45,3
2554,51,1
2554,75,1
2554,238,3
2554,290,2
2554,344,1
2554,348,1
2554,362,1
2554,406,13
2554,416,1
2554,430,2
2554,454,8
2554,613,1
2554,630,1
2554,750,1
2554,763,9
2554,766,1
2554,848,8
2554,932,2
2554,972,3
2554,1004,1
2554,1044,4
2554,1119,1
2554,1131,3
2554,1409,1
2554,1441,6
2554,1450,1
2554,1459,5
2554,1463,1
2554,1478,1
2554,1532,4
2554,1573,1
2554,1840,1
2554,2000,1
2554,2011,1
2554,2043,1
2554,2051,1
2554,2082,1
2554,2189,1
2554,2192,2
2554,2233,1
2554,2310,2
2554,2384,1
2554,2386,2
2554,2389,1
2554,2497,2
2554,2508,13
2554,2554,156
2554,2562,3
2554,2653,1
2554,2784,1
2554,2821,1
2554,2954,1
2554,3106,1
2554,3124,1
2554,3272,1
2554,3509,4
2554,3546,1
2554,3676,2
2554,3684,1
2554,3692,1
2554,3736,2
2554,3969,1
2554,3983,1
2554,3993,2
2554,4002,2
2554,4061,3
2554,4177,4
2554,4213,2
2554,4267,1
2554,4281,1
2554,4298,1
2554,4312,1
2554,4354,8
2554,4362,1
2554,4423,6
2554,4706,1
2554,4832,3
2554,4903,1
2554,4959,2
2554,4961,1
2554,5094,2
2554,5136,1
2554,5210,3
2554,5295,1
2554,5498,1
2554,5534,1
2554,5621,2
2554,5627,1
2554,5735,1
2554,5740,1
2554,5743,1
2554,5810,9
2554,5873,1
2554,5896,1
2554,6085,2
2554,6094,3
2554,6096,2
2554,6101,10
2554,6129,2
2554,6206,1
2554,6269,1
2554,6514,2
2554,6827,1
2554,6921,1
2554,6976,2
2554,7193,1
2554,7206,1
2554,7294,3
2554,7311,2
2554,7313,1
2554,7333,5
2554,7392,2
2554,7458,1
2554,7460,1
2554,7646,1
2554,7699,1
2554,8103,1
2554,8134,1
2554,8176,2
2554,8430,3
2554,8452,1
2554,8699,1
2554,8755,2
2554,8799,6
2554,8843,1
2554,8991,2
2554,9124,2
2554,9189,1
2554,9342,1
2554,9550,1
2554,9800,1
2554,9924,1
2554,10265,6
2554,10368,1
2554,10583,1
2554,10779,2
2554,10909,1
2554,11081,3
2554,11142,8
2554,11540,1
2554,11618,2
2554,12482,5
2554,12518,1
2554,12643,2
2554,12664,1
2554,12734,1
2554,12978,1
2554,13650,1
2554,13809,10
2554,13825,1
2554,14497,1
2554,14579,1
2554,14913,1
2554,15129,8
2554,15388,7
2554,16537,6
2554,16722,2
2554,17064,1
2554,17261,2
2554,17836,1
2554,18048,1
2554,18263,3
2554,18465,1
2554,18542,5
2554,18632,4
2554,18974,2
2554,19018,3
2554,19172,1
2554,19313,1
2554,19471,5
2554,19795,2
2554,19829,1
2554,19874,1
2554,20062,1
2554,20746,3
2554,21123,1
2554,21734,7
2554,22146,1
2554,22469,7
2554,22650,2
2554,22758,7
2554,23078,3
2554,24527,1
2554,26013,1
2554,26935,1
2554,35357,2
2555,121,1
2555,424,1
2555,492,1
2555,828,1
2555,943,2
2555,1648,2
2555,2555,4
2555,3896,7
2555,4231,1
2555,4971,1
2555,6094,1
2555,6670,2
2555,6986,1
2555,7538,1
2555,11394,1
2559,440,1
2559,840,1
2559,1149,1
2559,1335,1
2559,1737,1
2559,2559,5
2559,6094,1
2562,45,1
2562,454,1
2562,461,1
2562,586,1
2562,733,1
2562,1176,1
2562,1483,1
2562,1636,1
2562,2095,2
2562,2554,2
2562,2562,2
2562,2841,1
2562,2926,1
2562,3338,1
2562,4002,1
2562,4144,1
2562,4354,2
2562,4361,1
2562,5756,1
2562,6856,1
2562,6936,2
2562,7093,1
2562,7842,1
2562,9492,1
2562,10909,2
2562,18060,1
2562,35357,1
2565,382,1
2565,431,1
2565,622,1
2565,1465,1
2565,2565,6
2565,2628,1
2565,4008,1
2565,4910,1
2565,9102,1
2565,14157,1
2565,19475,1
2575,27,1
2575,454,1
2575,477,1
2575,683,1
2575,766,1
2575,942,1
2575,955,1
2575,1459,1
2575,1847,1
2575,1946,7
2575,2000,2
2575,2294,5
2575,2575,46
2575,3106,1
2575,3684,1
2575,4416,1
2575,5534,1
2575,5575,1
2575,5822,1
2575,5869,1
2575,5917,1
2575,6316,1
2575,6545,1
2575,7079,1
2575,7092,1
2575,7168,1
2575,7507,5
2575,7692,1
2575,7743,6
2575,12301,1
2575,12757,1
2575,14901,1
2575,15934,1
2578,100,1
2578,102,1
2578,290,1
2578,532,1
2578,943,1
2578,1049,1
2578,1149,1
2578,1291,1
2578,2106,1
2578,2578,4
2578,3993,1
2578,4042,1
2594,1114,1
2594,1149,2
2594,1409,1
2594,1532,1
2594,1847,1
2594,2162,1
2594,2233,1
2594,2467,3
2594,2594,6
2594,2784,1
2594,3186,1
2594,4361,1
2594,4619,1
2594,6153,4
2594,7144,1
2594,7869,1
2594,8176,1
2594,12160,1
2597,346,3
2597,394,4
2597,396,1
2597,1409,1
2597,2149,3
2597,2597,15
2597,3948,5
2597,4213,3
2597,4721,1
2597,7460,2
2599,2599,3
2599,3753,1
2599,4362,1
2604,45,2
2604,763,1
2604,1353,1
2604,1358,1
2604,1464,1
2604,1587,1
2604,1851,1
2604,2264,1
2604,2604,3
2604,2701,2
2604,2784,3
2604,3154,2
2604,3199,1
2604,3324,1
2604,3811,1
2604,4231,3
2612,121,3
2612,297,2
2612,622,5
2612,703,1
2612,1847,1
2612,2612,17
2612,2874,3
2612,3696,4
2612,4500,2
2612,5301,5
2612,20783,1
2615,382,1
2615,622,1
2615,1149,1
2615,1384,1
2615,2481,1
2615,2615,4
2615,2666,1
2615,2874,3
2615,3186,1
2615,3556,1
2615,4231,1
2615,4642,2
2615,4721,2
2615,6101,1
2618,344,1
2618,382,1
2618,658,1
2618,955,1
2618,972,1
2618,1079,1
2618,1305,1
2618,1587,1
2618,1612,1
2618,1643,1
2618,1947,1
2618,2036,1
2618,2266,1
2618,2294,1
2618,2361,2
2618,2618,26
2618,2644,1
2618,2784,1
2618,3028,1
2618,3106,1
2618,3208,1
2618,3448,2
2618,3609,3
2618,3676,4
2618,3684,1
2618,4248,3
2618,4416,1
2618,5810,4
2618,6035,1
2618,6950,4
2618,7048,1
2618,7507,5
2618,7692,6
2618,8075,2
2620,22,1
2620,121,1
2620,290,2
2620,303,1
2620,350,1
2620,381,1
2620,429,1
2620,462,1
2620,750,1
2620,800,1
2620,818,1
2620,828,1
2620,1106,1
2620,1459,1
2620,1610,3
2620,1650,2
2620,2000,1
2620,2095,1
2620,2149,1
2620,2273,1
2620,2436,1
2620,2620,10
2620,2631,1
2620,2644,1
2620,2785,1
2620,2807,2
2620,2926,1
2620,3154,1
2620,3324,1
2620,3356,1
2620,3441,1
2620,3621,1
2620,3623,1
2620,3639,1
2620,3811,1
2620,3992,2
2620,4500,1
2620,4528,2
2620,4558,1
2620,4619,1
2620,5506,1
2620,5627,2
2620,5787,1
2620,5869,2
2620,6349,1
2620,6531,1
2620,6779,1
2620,6950,1
2620,7005,1
2620,7048,1
2620,7086,3
2620,7093,2
2620,7094,1
2620,7144,1
2620,21059,1
2621,290,1
2621,1674,1
2621,1888,2
2621,1946,1
2621,2368,1
2621,2621,15
2621,2938,4
2621,2954,1
2621,3124,1
2621,3560,1
2621,4642,1
2621,4974,1
2621,8646,1
2621,11142,1
2622,78,5
2622,290,1
2622,318,2
2622,394,3
2622,613,2
2622,717,1
2622,828,1
2622,1050,1
2622,1096,1
2622,1121,1
2622,1353,1
2622,1441,1
2622,1459,1
2622,1465,1
2622,1532,1
2622,1540,1
2622,2011,1
2622,2149,1
2622,2622,56
2622,2631,1
2622,2678,2
2622,3465,2
2622,3545,1
2622,3589,1
2622,3948,12
2622,4354,2
2622,4721,2
2622,4961,1
2622,5094,1
2622,5217,1
2622,6269,1
2622,6666,2
2622,7031,1
2622,7095,1
2622,7144,1
2622,7311,1
2622,7333,2
2622,7442,1
2622,7538,2
2622,7732,1
2622,8008,1
2622,8430,1
2622,8799,1
2622,9928,2
2622,10400,1
2622,11142,1
2622,11167,3
2622,11286,1
2622,12019,1
2622,12156,1
2622,12482,5
2622,12617,1
2622,13822,1
2622,14037,1
2622,14462,2
2622,14806,1
2622,16557,1
2622,17457,1
2622,17780,2
2622,17913,1
2622,17965,1
2622,17969,2
2622,18739,2
2622,18974,4
2622,19172,1
2622,19379,2
2622,19516,1
2622,19546,2
2622,20302,1
2622,21051,1
2622,21907,3
2622,21933,1
2622,22051,1
2622,22360,1
2622,22789,3
2622,23317,1
2622,23860,1
2622,24338,2
2622,25947,1
2622,26013,2
2622,26077,1
2622,27261,2
2622,27968,1
2622,36067,1
2622,36814,1
2622,50973,1
2623,66,2
2623,582,3
2623,1353,1
2623,1528,2
2623,2623,18
2623,2628,1
2623,4312,2
2623,6209,1
2623,6827,2
2623,7868,1
2623,9970,1
2623,11786,1
2623,18512,1
2625,32,1
2625,350,3
2625,360,3
2625,402,1
2625,437,2
2625,450,1
2625,622,4
2625,733,1
2625,750,1
2625,1450,6
2625,2625,15
2625,2841,1
2625,2874,1
2625,4008,1
2625,6666,1
2625,9928,1
2625,10696,1
2625,10862,2
2625,35833,1
2627,143,1
2627,271,2
2627,398,2
2627,766,2
2627,1021,1
2627,1050,1
2627,1106,1
2627,1162,1
2627,1358,1
2627,1459,2
2627,1464,1
2627,1532,1
2627,2384,2
2627,2530,1
2627,2622,1
2627,2627,20
2627,3040,1
2627,3589,1
2627,3602,1
2627,3659,1
2627,3684,1
2627,3777,1
2627,4180,3
2627,4231,1
2627,4692,1
2627,4854,1
2627,4953,1
2627,5730,1
2627,6043,1
2627,6101,1
2627,7144,1
2627,7313,1
2627,8755,1
2627,8799,1
2627,9317,1
2627,9944,2
2627,10400,1
2627,10446,1
2627,10920,3
2627,11142,1
2627,11765,1
2627,12160,2
2627,12664,1
2627,15629,3
2627,16389,1
2627,18108,2
2627,25232,1
2628,66,1
2628,121,2
2628,473,1
2628,582,1
2628,1851,1
2628,1921,1
2628,2149,2
2628,2191,2
2628,2330,1
2628,2349,2
2628,2356,2
2628,2481,1
2628,2565,1
2628,2623,2
2628,2628,6
2628,2653,1
2628,2841,3
2628,3156,1
2628,3521,3
2628,3593,1
2628,4790,1
2628,6658,1
2628,7139,1
2628,7437,1
2628,7482,1
2628,8818,1
2628,9672,1
2631,78,1
2631,121,1
2631,290,1
2631,402,1
2631,408,2
2631,454,3
2631,1409,1
2631,1441,1
2631,1459,2
2631,1587,1
2631,1946,4
2631,2055,1
2631,2467,1
2631,2631,30
2631,2672,2
2631,2833,1
2631,3324,1
2631,3409,1
2631,3676,1
2631,4053,2
2631,4362,1
2631,4556,2
2631,4677,2
2631,4961,1
2631,5010,2
2631,5304,2
2631,5810,1
2631,6129,3
2631,6269,1
2631,6976,1
2631,7743,1
2631,8146,1
2631,8176,7
2631,8588,3
2631,8699,3
2631,10059,1
2631,10105,2
2631,10194,2
2631,11108,1
2631,11146,1
2631,12205,1
2631,12705,7
2631,13356,1
2631,13809,4
2631,13825,3
2631,15293,1
2631,19885,1
2631,37691,1
2641,478,2
2641,2233,1
2641,2290,2
2641,2384,1
2641,2618,2
2641,2641,4
2641,4040,1
2641,4354,1
2641,6818,1
